annee;sex;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104; 105 ou +
1920;F;225343;188072;169906;159497;201228;323094;327772;329053;313261;338816;334097;340118;338017;343329;340633;341047;342815;349215;348024;338156;329140;323455;323487;329382;312984;313942;316406;302538;308689;295583;310527;303498;305564;302841;307347;303701;299615;298379;297177;286882;292858;287574;290408;295361;285375;283897;272227;281378;223920;253894;250083;236710;241139;241246;231618;228887;227023;219826;216316;212632;212951;193594;183704;184419;165881;162865;160567;159643;153923;147801;139850;127216;109853;108011;103769;93538;84535;76257;65936;60599;49660;42336;34736;30598;25050;18909;14348;10917;8303;6686;4270;3038;2005;1352;850;595;344;199;124;72;67;0;0;0;0;0
1921;F;381492;216853;192180;170608;160276;202854;322464;328743;331725;314952;339627;335661;341850;338122;343477;340643;340835;342510;348940;347724;337699;328393;322409;324607;330069;313483;314557;317414;302210;308487;295636;310584;303760;304371;301803;306423;302929;299117;296573;295528;285325;291483;286121;288191;293072;283097;281653;269919;278739;221686;251224;247466;234021;238120;238099;228218;225447;223267;216699;213072;208850;209190;189836;178579;179153;160656;157413;154760;153695;147858;140943;132904;119964;103393;100835;96037;85926;77064;68485;58929;53325;43502;36460;29176;25189;20526;15205;11355;8476;6373;4931;3131;2158;1374;917;556;362;225;105;78;63;0;0;0;0;0
1922;F;365943;361933;218324;193467;170861;161989;203419;323360;330781;333397;316045;340800;337151;342014;338264;343426;340318;340338;341178;347578;345881;335852;326463;320988;322993;328445;312129;313124;315674;300504;306975;294251;309200;301967;302551;300118;304753;301215;297075;294532;293576;283496;289490;283879;286056;290850;280728;279277;267327;276087;219265;248494;244707;231186;234926;234601;224840;221768;219892;213299;209398;204733;204757;184607;173342;173462;155459;151613;148985;147300;140846;133809;125510;112627;96559;93113;88225;77941;69355;61120;51858;46412;37503;30600;24130;20477;16445;11954;8727;6352;4697;3575;2172;1460;934;591;355;234;137;68;58;0;0;0;0;0
1923;F;350991;357054;364641;218773;194934;172178;161877;205592;326091;331816;334325;318080;342222;337166;342219;338497;343172;339837;339904;340944;347051;344600;335110;327368;321452;323323;329164;312858;312757;315391;300358;307288;294284;308104;301026;301662;299757;303941;299504;295405;292881;292287;281929;287303;281620;283766;288369;278298;276420;264583;273225;216898;245655;241624;228103;231616;230756;221126;218497;215988;209327;205653;200180;198940;179258;167635;167179;149464;145756;142705;139895;133344;125895;117612;104532;88838;84766;79528;69434;61325;53242;44892;39446;31099;24892;19395;15999;12716;9060;6450;4555;3374;2426;1448;928;610;345;222;128;87;51;0;0;0;0;0
1924;F;348458;341726;359012;364242;219334;197402;171510;163136;209431;327726;332017;336099;320269;342037;337165;342466;338447;342825;340218;340086;341224;346880;343364;338034;329362;322795;325160;331724;313108;313452;316225;301403;309095;293482;307829;300722;301644;300227;302251;298101;294100;291697;291419;279775;285219;279565;281482;286051;275700;273834;261869;270482;214536;242623;238599;225093;227991;226906;218086;215079;211859;205487;201953;194637;193118;173932;161964;160800;144259;140128;136272;132953;126024;118598;110251;96966;81739;77538;71782;62065;53969;46465;38993;33233;25726;20484;15545;12678;9794;6917;4748;3341;2434;1679;965;610;394;201;138;76;62;0;0;0;0;0
1925;F;349227;340897;344931;358767;364407;220963;198028;172291;166073;212138;328469;333072;338064;320916;341828;337131;342483;338245;343454;340747;340469;341632;346479;345661;341226;331405;324968;327982;333023;313966;314810;317567;303274;309158;293085;307853;300839;302241;299264;300708;296741;293028;290684;289456;277573;283079;277334;279090;283373;273034;270839;259076;267594;211844;239361;235288;221811;224124;223403;214822;211024;207672;201428;196676;188741;186903;168046;155784;154632;138663;133653;129432;125408;118295;110602;101929;88723;74205;69690;63846;54452;46988;39826;32807;27483;20972;16527;12342;9713;7377;5070;3447;2375;1702;1105;610;397;239;124;82;66;0;0;0;0;0
1926;F;361269;342566;343814;345194;358709;365503;220610;199950;174649;167883;213943;330099;334259;338366;321528;341606;336840;342233;337603;342456;339479;339195;340379;346444;345044;340778;331042;324906;327126;332514;313512;314348;317113;302006;308218;292031;306900;299813;300510;297894;298925;295112;291360;288466;287438;275317;280945;275098;276452;280637;270136;267895;255976;264168;209027;235907;231800;218166;220738;219677;211067;207093;203219;195715;191272;182560;180462;161662;149822;148034;132460;126882;121900;117809;110305;102225;93586;80301;66685;61753;55678;47052;40047;33104;26984;22001;16697;12787;9175;7180;5318;3542;2301;1572;1112;693;359;224;136;72;81;0;0;0;0;0
1927;F;352388;348398;335628;342115;346381;359025;367139;221866;202448;175535;167799;214752;330104;333404;337451;320484;340362;335587;340823;335747;340349;337477;338065;339699;346219;344783;340556;330783;324635;326858;332183;313447;314293;316830;301664;307675;291155;305952;298432;299014;296167;297001;293073;289108;286228;285157;272986;278479;272556;273739;277596;267256;264752;252878;260745;206146;232391;228342;214880;216994;215602;206808;202796;198435;190672;186090;176929;174459;155622;143566;141040;125930;119713;114470;109607;101897;93525;85172;71928;59442;54017;48244;40207;33651;27368;21894;17482;13099;9849;6966;5273;3825;2464;1580;1031;760;437;218;137;88;78;0;0;0;0;0
1928;F;345826;342552;345441;334141;343512;346119;359986;369540;224405;202109;175882;169159;214603;329214;332775;336565;319363;339089;334197;339143;333698;338241;335573;336498;338338;344749;343369;339245;329464;323273;325454;330915;312349;313006;315477;300422;306292;289780;304323;296794;297228;294403;295024;291045;287123;284059;283038;270757;276099;270117;270996;274760;264243;261735;249820;257422;203487;229132;225078;211469;213038;211539;202628;198185;193493;185579;180764;171161;168131;149544;137111;134038;119077;112428;106915;101342;93625;84913;76632;64072;52102;46917;41175;33693;27884;22152;17557;13595;10097;7374;5095;3794;2641;1631;1024;648;419;254;107;76;83;0;0;0;0;0
1929;F;344844;335996;343378;344835;337092;343416;346371;361689;373220;224114;201200;177677;169588;213599;328473;331966;335441;317946;337683;332833;337428;331667;336366;334243;335609;337277;343699;342336;338272;328535;322195;324490;330105;311497;312047;314342;299352;305143;288380;302769;295190;295578;292551;292954;289006;285069;281982;280850;268489;273685;267579;268214;271794;261251;258717;246593;254008;200672;225821;221574;207708;209221;207268;198095;193323;188190;180243;175110;164936;161496;142722;130529;126737;111908;105214;99103;93318;85600;76816;68821;56416;45598;40499;34788;27980;22948;17907;13980;10611;7516;5319;3676;2636;1813;1093;662;388;260;146;66;70;0;0;0;0;0
1930;F;341368;334666;337951;342184;346343;338427;343772;347329;364670;374053;223259;201736;178526;169180;212805;327664;331005;334133;316836;336399;331454;335529;330107;335506;334439;335883;337375;343485;342311;338202;328412;322051;324653;330162;311330;311524;313675;298532;303987;286932;301132;293546;293697;290381;290706;286719;282746;279540;278321;266028;270810;264646;265117;268593;257880;255259;243132;250190;197547;222064;217208;203621;204558;202361;192950;187641;181956;173844;168304;157520;153505;134976;122576;118198;103707;96560;90230;83971;76380;67534;59772;48110;38424;33482;28178;22306;17940;13606;10546;7603;5304;3583;2425;1690;1120;651;393;207;140;75;55;0;0;0;0;0
1931;F;358790;337064;337449;337870;343756;346427;340457;345030;349646;364898;374466;223899;201363;178540;169002;212036;326784;329963;333326;315806;335261;330052;334851;329955;336525;335492;337319;338454;344225;343234;339031;329289;323219;325352;330744;311674;311418;313331;297674;303042;285670;299609;291811;291709;288432;288538;284478;280459;277134;275923;263499;268155;261803;262165;265519;254594;251780;239734;246566;194505;218347;213303;199693;200164;197556;187881;182295;176251;167899;162166;150663;146599;128035;115687;110900;96802;89445;83016;76447;69050;60017;52992;41865;33170;28362;23618;18369;14547;10930;8304;5953;4290;2855;1741;1297;869;560;343;177;142;177;0;0;0;0;0
1932;F;343858;346196;332706;336182;336567;343215;345703;339839;344527;349148;364399;373067;223071;200590;177824;168174;211035;325046;328061;331308;313721;334157;328909;333665;329117;335155;333987;335584;336615;342449;341358;337316;327651;321536;323646;329000;309028;308755;310615;297318;295018;291633;292345;291337;287890;284723;288590;281523;273558;277183;268168;268834;260165;260748;255851;262725;256674;243724;235771;237847;192747;225088;202578;193478;192219;193487;184505;173675;172347;160177;148004;155126;135000;119706;105939;102875;91149;82624;71594;69726;58784;56343;40748;38146;25849;22154;18137;14656;10216;8139;5244;4884;2466;1783;1155;867;633;394;231;247;0;0;0;0;0;0
1933;F;337429;333347;343205;330550;335628;335546;342876;345102;339361;344049;348706;363958;371705;222209;199776;177009;167350;209900;323279;326149;329267;311748;333216;327888;332646;328298;333935;332664;333889;334978;340679;339670;335753;326038;319924;321991;327338;306408;306131;307889;294560;292304;289442;289921;288873;285361;282152;285761;278588;270615;273992;264900;266051;257249;257570;252555;259032;252721;239594;231499;233139;188769;220669;197892;188423;186720;187749;178345;167401;165554;152954;140514;147412;126974;111855;98148;94905;83680;75047;64079;61810;51412;49208;34203;32414;21105;17766;14308;11387;7641;6075;3642;3735;1562;1190;752;591;476;280;298;0;0;0;0;0;0
1934;F;318135;329251;330778;341986;328924;335314;334731;342700;344594;338864;343642;348294;363546;370313;221372;198901;176131;166433;208752;321462;324335;327315;309756;332348;326946;331626;327575;332837;331306;332288;333340;339004;338011;334166;324406;318374;320279;325688;303852;303434;305060;291893;289569;287169;287572;286402;282761;279414;282784;275548;267489;270789;261674;263106;254114;254191;249061;254970;248456;235269;226875;228299;188502;211732;192832;183139;180952;181603;172017;160646;158208;145554;136872;130315;120497;103740;92983;86767;76110;67326;56402;54196;44208;39127;30969;25205;18704;13944;10872;8436;5833;4093;2716;2306;1167;741;487;381;374;400;0;0;0;0;0;0
1935;F;318392;310205;327907;329568;341129;327462;335150;334021;342579;344190;338466;343269;347919;363123;368856;220482;198027;175269;165536;207637;319663;322422;325328;307913;331513;326104;330708;326913;331806;330037;330716;331828;337438;336408;332588;322780;316857;318630;324024;301329;300830;302402;289301;286927;284962;285136;283952;280164;276828;279835;272462;264380;267557;258413;260173;250879;250847;245530;251198;244197;230830;222308;223218;184116;206819;187767;177809;175210;175266;165771;153667;151051;138063;129357;122679;112150;95805;85331;78984;68950;60081;49581;47387;37817;33262;25768;20722;15266;10913;8268;6437;4355;2955;1886;1710;771;481;327;278;636;0;0;0;0;0;0
1936;F;308216;310610;308555;328071;328932;340617;326244;335133;333400;342593;343834;338130;342896;347542;362555;367385;219500;197065;174353;164603;206500;317860;320556;323356;306036;330625;325302;329803;326321;330662;328742;329200;330204;335795;334773;330973;321116;315193;316898;322259;298677;298174;299589;286597;284107;282535;282623;281204;277292;273966;276601;269101;261117;264056;254871;256894;247272;247146;241620;246978;239434;226085;217236;217767;179418;201309;182029;171909;168649;168442;158476;146234;143307;130051;121106;114010;103384;87399;77072;70803;61431;52767;42565;40371;31458;27471;20770;16531;11984;8182;6546;4697;3038;2010;1218;1057;472;288;201;150;202;0;0;0;0;0
1937;F;297858;299127;308069;307380;327110;328350;339742;325402;334033;332432;337058;341556;335950;340671;346763;360969;366143;218844;196415;173787;164216;205870;316710;319589;322615;305330;329215;324460;328876;324916;329339;327420;327937;328657;334207;332880;328377;319282;313168;314883;319892;296867;296605;297684;284702;282156;279713;280755;278833;275233;271242;273893;266809;258778;261327;252373;252914;244578;243791;238443;242976;235361;222321;212944;213479;174522;195093;176925;166233;162670;161530;151092;138840;135221;122220;112552;105777;94876;79298;69303;62738;53767;45740;36424;33923;25905;22350;16551;12821;9105;6056;4870;3369;2247;1396;808;740;297;163;183;0;0;0;0;0;0
1938;F;291677;290048;296599;307210;306665;326409;327910;338967;324673;332982;331488;336403;340378;334779;339448;345275;359242;364746;218116;195710;173132;163777;205193;315507;318661;321818;304546;327787;323534;327900;323537;328014;326038;326801;327072;332595;330940;325874;317363;311132;312837;317584;295033;295132;295849;282626;280159;276934;278798;276460;272982;268629;271148;264474;256304;258484;249758;248841;241714;240290;234963;238979;231043;218442;208598;208821;169511;188662;171596;160390;156434;154470;143521;131825;127282;114723;104458;97836;86807;71740;61888;55603;46861;39253;31337;28369;21392;18135;12976;9817;6844;4508;3532;2390;1638;926;558;515;169;166;0;0;0;0;0;0
1939;F;274225;269910;277497;280596;290996;290849;309545;311178;321311;308103;315705;314340;319290;322590;317216;322593;327908;341054;346612;207403;185924;164516;155790;195041;299933;302473;305631;289223;310745;307227;311545;307026;311383;309370;310222;310544;315782;313842;308414;300968;295460;297052;301395;280100;280607;281808;268984;266471;262774;265384;262821;259827;255197;257527;251593;243423;245327;236982;234780;229031;227232;222638;225596;217703;205703;196534;196610;158500;175394;159887;148800;145017;142076;132351;123387;116427;106421;93724;89246;78040;63170;53976;47293;39550;32260;27316;22718;17565;13890;9662;7213;4890;3227;2503;1576;943;635;362;360;168;0;0;0;0;0;0
1940;F;277800;268440;270389;278333;281750;292422;292439;310973;312510;322686;309119;316209;315014;320173;324760;319114;324013;327590;341149;347006;207591;186054;164618;155951;195138;300673;303317;306628;290224;311031;308020;312058;307110;311550;309388;310487;310197;315575;313416;307125;300269;294780;296288;300456;279536;280413;281262;268408;265811;261339;264943;261914;259204;254118;256333;250765;242391;244105;235788;232162;227227;224931;220427;222799;214632;202831;193491;192787;154057;169736;154877;143345;139110;135499;125026;119746;108866;102317;85826;84393;72339;57152;48278;40785;34216;27034;25251;18304;15203;10671;7311;5455;3596;2450;1817;1020;656;465;251;240;0;0;0;0;0;0
1941;F;249300;266434;264566;267678;275744;278924;290119;290045;308391;310080;319891;306360;313137;311916;317374;321185;315576;320375;323730;337032;343005;205341;184020;162822;154328;193142;297261;299903;303406;287154;307121;304601;308453;303195;307639;305338;306601;306010;311352;308877;301960;295837;290236;291638;295516;274914;276224;276854;264019;261100;256023;260883;257402;254710;249154;251218;246007;237424;238829;230650;225506;221555;218408;214331;215591;207005;195505;185785;184334;146479;159741;145911;133920;129348;125005;113367;102857;96135;85224;74356;68356;57902;45923;37953;32330;25427;20359;15905;13058;9466;7124;4691;3175;1914;1293;1012;548;331;220;234;0;0;0;0;0;0
1942;F;231500;242390;264667;263995;267169;275055;278192;289821;289753;308009;309855;319291;305695;312152;310906;316572;319796;314224;318825;321956;335200;341198;204590;183484;162126;153911;192548;296151;298998;302698;286496;305608;303793;307457;301877;306327;303887;305218;304318;309527;306631;299277;293797;288082;289480;292965;272688;274338;274545;261727;258587;252799;258525;254491;252017;245891;247903;243051;234258;235353;227211;220753;217577;213683;209824;210278;201372;189960;179352;177852;140112;151972;138509;126380;121146;116197;104652;93890;86767;76313;65386;59577;49653;38619;31420;26143;20305;15860;12058;9797;6831;5074;3222;2078;1210;859;658;331;194;192;0;0;0;0;0;0
1943;F;253600;225862;240584;263801;263623;266759;274566;277461;289623;289461;307626;309730;318691;305031;311072;309800;315671;318115;312482;317084;319894;333080;339395;203840;182449;161530;153390;191853;294940;298190;301885;285634;304197;302882;306559;300360;304915;302437;303834;302728;307803;304589;296706;291762;285934;287328;290522;270465;272450;272236;259238;256076;249690;256162;251582;249320;242828;244589;239778;230981;231566;223552;215834;213475;209050;205081;204644;195519;184160;173080;170884;133369;144069;130840;118508;112880;107165;95573;84699;77345;67130;57003;51073;41814;31821;25452;20908;15768;12128;8859;7156;4789;3477;2164;1340;729;523;455;201;182;0;0;0;0;0;0
1944;F;270200;246121;223309;237882;261333;261736;264642;272376;275042;287615;287363;305343;307596;316103;302382;308122;306724;312781;314574;309074;313183;315977;328813;335417;201693;180616;159934;152162;190053;291924;295466;299245;283147;300991;300250;303744;297150;301704;299189;300743;299249;304286;300872;292299;288048;282213;283498;286414;266657;268847;268328;255354;252172;245133;252182;247480;245006;238171;239675;235170;226174;226461;218654;209580;207714;202795;198663;197372;188128;176964;165534;162694;125756;135065;122383;109694;103620;97705;86006;75355;67975;58260;48659;42880;34455;25837;20246;16247;11971;9116;6393;5150;3261;2370;1401;854;440;337;322;204;0;0;0;0;0;0
1945;F;278900;266843;246639;223665;237577;261666;262468;265234;272788;275307;288320;287972;305961;308374;316301;302515;307837;306218;312579;313791;308231;312243;315012;327693;334613;201542;180481;159638;152144;189757;291613;295359;299234;282985;300479;300342;303546;296533;301192;298838;300159;298559;303362;299731;290441;286716;280770;282149;284581;265138;267354;266819;253467;250264;242548;250211;245075;242599;235412;236661;232376;222771;222658;214754;204432;202843;197336;193438;191394;181525;170225;158040;154626;118561;126324;113856;100745;94184;87815;76562;66060;58810;49368;40566;35012;27484;20174;15371;12197;8638;6452;4368;3474;2076;1531;803;506;238;206;148;0;0;0;0;0;0
1946;F;296488;281642;280112;258731;234080;248779;274442;275803;278460;286209;288225;302326;301757;320533;323331;330923;316401;321553;319829;326601;327174;321285;325386;328162;341387;348029;209781;187792;166161;158511;197801;304189;308422;312678;295423;313609;313983;317458;309368;314249;312096;313336;311348;316341;312110;301564;298203;291969;293095;295757;274813;277353;276366;262559;258986;249482;257858;251971;249485;241651;242158;237908;227616;226876;218864;206720;205498;198874;194713;191523;180387;168721;155562;151615;115217;121893;109199;95445;88445;81625;69732;60388;52383;43975;34897;30137;23119;16544;12173;9511;6530;4762;3270;2469;1498;1077;511;342;140;156;180;0;0;0;0;0
1947;F;391890;288638;280534;279774;258574;234287;248977;274774;276228;278764;286268;288425;302060;301432;319735;322592;329994;315311;320339;318573;325363;325979;320283;324441;327128;340498;347081;209223;187412;165807;158061;197185;303377;307312;311555;294491;312530;312867;316355;308418;313135;310943;312207;310166;314867;310682;300106;296622;290421;291337;293830;273233;275599;274501;260581;256848;247176;255356;249298;246666;238542;238958;234306;223930;222653;214451;202141;200183;193181;188555;184865;173535;161687;148239;143609;108518;114024;101473;87615;80484;73456;62010;53173;45525;37858;29456;25053;18769;13186;9499;7328;4945;3525;2378;1765;1023;736;346;227;256;0;0;0;0;0;0
1948;F;404713;387472;290089;282648;281588;260503;237276;251543;277906;279346;281434;287764;290412;301912;300936;317087;320238;327225;312000;316709;314931;322151;323252;318429;323015;325328;340067;346214;208919;187685;166063;157824;196657;302507;305687;309675;293558;311086;311693;315176;307906;311996;309896;311108;308937;312649;308417;298183;294448;288502;288998;291194;272503;274630;273505;259306;255047;245372;253416;247095;244436;236037;236138;231241;220802;218843;210153;197634;194569;187191;181763;177913;166347;154268;140695;135554;101419;105117;93468;79684;72186;65339;54649;45891;38941;32452;24710;20385;15120;10477;7234;5486;3619;2534;1681;1192;690;493;228;410;0;0;0;0;0;0
1949;F;408218;399564;387330;290312;282989;281928;260852;237950;252103;278606;280057;282054;288061;290835;301715;300620;316206;319373;326236;310818;315427;313587;320930;322132;317565;322202;324400;339478;345487;208533;187422;165856;157512;196208;301732;304732;308648;292759;310103;310717;314132;307041;310928;308812;309952;307625;311085;306771;296539;292675;286676;287047;289137;270888;272851;271550;257270;252797;242991;250739;244137;241392;232752;232640;227564;216892;214474;205359;192667;189015;181115;175272;170950;159140;146890;133179;127722;94752;97441;85991;72537;64855;58173;48207;39793;33292;27739;20700;16663;12210;8356;5671;4203;2725;1875;1189;842;483;340;431;0;0;0;0;0;0
1950;F;409816;401455;399081;387139;290249;283025;281965;260935;238171;252273;278848;280296;282212;288083;290877;301438;300343;315640;318774;325553;310081;314633;312760;320129;321360;316871;321523;323701;338857;344795;208128;187104;165562;157146;195746;301011;303870;307705;291948;309178;309691;312988;306105;309775;307568;308738;306206;309541;305102;294796;290838;284789;284969;286906;268760;270553;269241;254817;250011;240205;247574;240757;237777;228908;228374;223006;211912;209085;199579;186702;182099;173891;167396;162617;150463;137838;124003;117991;86780;88385;77080;64012;56256;50034;40779;33093;27318;22395;16251;12845;9062;6097;4044;2944;1877;1234;782;549;310;598;0;0;0;0;0;0
1951;F;407009;404400;401173;399506;386879;290096;282919;281866;260895;238166;252237;278825;280283;282163;287973;290764;301212;300101;315266;318370;325093;309623;314094;312226;319572;320824;316334;320965;323114;338311;344156;207749;186751;165243;156811;195291;300260;303120;306833;291182;308308;308751;311925;305073;308646;306357;307405;304765;307979;303380;293101;289024;282841;282915;284590;266502;268172;266726;252237;247189;237196;244338;237373;233968;224895;223878;218436;206881;203617;193652;180681;175473;166879;159911;154468;142026;129210;115329;109061;79358;80368;69090;56570;48931;43193;34615;27538;22439;18303;12850;9975;6918;4549;2964;2122;1292;849;533;368;571;0;0;0;0;0;0
1952;F;389823;401008;404167;401441;400129;387302;290395;283254;282129;261198;238647;252631;279302;280747;282523;288085;290972;301006;299796;314544;317689;324333;308708;313115;311226;318655;319974;315632;320270;322356;337779;343492;207347;186487;165036;156477;194816;299532;302203;305813;290331;307233;307724;310870;304036;307391;305020;305942;303161;306156;301391;291107;286986;280617;280504;282004;264312;265779;263881;249353;244206;234067;240706;233596;229694;220411;219105;213280;201526;197756;187139;174153;167969;158936;151491;145349;132612;119598;105790;99223;71263;71512;60485;48643;41254;36038;28368;22032;17571;14378;9535;7275;4933;3186;2041;1397;849;553;341;647;0;0;0;0;0;0
1953;F;388617;383943;399944;404579;401928;400805;387507;290538;283436;282250;261335;238904;252832;279546;280969;282694;288085;290991;300797;299541;314054;317176;323783;308056;312456;310533;317997;319332;315117;319760;321801;337309;342885;206997;186203;164769;156183;194420;298820;301384;304897;289518;306220;306717;309717;302906;306132;303638;304543;301629;304319;299501;289111;284885;278410;278132;279543;261972;263247;261133;246436;241187;230825;237152;229650;225452;215930;214118;208138;195896;191644;180657;167423;160556;151190;143450;136680;123829;110758;96989;90145;64111;63514;52868;42085;34797;30095;23385;17624;13929;11234;7323;5462;3638;2311;1415;967;582;373;632;0;0;0;0;0;0
1954;F;382098;383617;382837;399641;405209;402477;401572;387460;290533;283431;282236;261339;238937;252824;279551;280958;282654;287975;290879;300600;299289;313703;316809;323380;307632;312028;310030;317529;318840;314669;319248;321294;336785;342318;206625;185847;164417;155835;193985;298069;300582;304005;288643;305208;305614;308557;301651;304784;302163;302946;299858;302392;297467;286978;282637;276111;275630;276757;259274;260369;258002;243179;237733;227202;233057;225240;220712;210904;208577;202281;189509;184642;173348;159857;152189;142424;134248;126860;113836;100791;87066;80145;56127;55205;44979;35196;28331;24138;18351;13416;10516;8591;5346;3823;2437;1440;881;597;353;621;0;0;0;0;0;0
1955;F;385092;378388;383518;383036;399966;405396;402820;401880;387655;290777;283827;282494;261572;238975;252839;279508;280831;282582;287945;290781;300725;299404;313901;316871;323603;307902;312324;310302;317683;319012;314777;319270;321296;336602;342110;206601;185697;164320;155756;193908;297736;300139;303559;288034;304468;304758;307600;300476;303457;300834;301404;298254;300695;295692;285094;280588;273885;273343;274198;256449;257406;254714;239812;234226;223592;228824;220814;215890;205729;203063;196191;183130;177957;166373;152648;144341;134120;125454;117789;104977;91841;78438;71571;49326;48055;38547;29591;23295;19606;14595;10367;8115;6600;3955;2741;1658;979;594;395;643;0;0;0;0;0;0
1956;F;385801;382888;379366;385337;384530;401439;406379;404143;403038;388412;291586;285055;283334;262408;239198;253008;279593;280723;282653;288218;290790;301514;300060;314883;317572;324642;309196;313713;311564;318643;320093;315904;320081;322086;336854;342545;207114;185986;164635;156134;194394;297979;300283;303783;287818;304280;304227;306874;299317;302288;299625;300050;296777;299324;294173;283225;278748;271760;271181;271772;253442;254407;251301;236213;230566;219775;224277;216159;210649;200223;196961;189884;176358;170746;158806;145118;136238;125737;116422;108364;95387;82888;70030;62750;42701;40887;32322;24243;18662;15608;11260;7843;6050;4963;2832;1875;1134;663;395;723;0;0;0;0;0;0
1957;F;386526;384908;384890;381476;387973;386686;403541;407753;405944;404608;389454;292688;286653;284466;263526;239512;253268;279746;280611;282770;288605;290885;302650;300965;316271;318584;326075;311028;315618;313365;320031;321620;317466;321220;323255;337344;343216;207875;186461;165142;156709;195190;298497;300724;304311;287762;304285;303777;306218;298167;301099;298454;298717;295197;297996;292778;281424;276953;269561;268937;269175;250258;251179;247488;232348;226748;215634;219232;211094;204985;194150;190252;182712;168967;162911;150370;136971;127305;116675;106946;98364;85704;73463;61240;53896;36080;33970;26257;19308;14453;11902;8369;5697;4290;3563;1882;1245;746;429;702;0;0;0;0;0;0
1958;F;392753;386502;387144;387735;384143;391197;389293;406051;409411;408107;406488;390671;293972;288577;285800;264830;239871;253548;279924;280492;282929;289073;291027;303980;302079;317917;319772;327849;313224;317887;315552;321708;323448;319419;322655;324668;338007;344186;208850;187089;165789;157468;196180;299228;301331;304984;287825;304395;303476;305744;296973;300006;297334;297441;293580;296779;291411;279550;275168;267435;266604;266452;246956;247866;243441;228173;222535;211388;214088;205714;198879;187784;183154;175295;161235;154906;141702;128862;118567;108040;97917;89053;76526;65106;53207;46337;30267;27844;21184;15379;11140;9088;6178;4245;3079;2429;1281;840;495;782;0;0;0;0;0;0
1959;F;390520;391631;387896;388742;389510;385774;393157;390855;407576;410427;409395;407634;391399;294754;289724;286600;265578;240055;253683;279997;280359;282998;289293;291027;304702;302680;318838;320437;328847;314469;319182;316783;322619;324456;320491;323401;325379;338226;344582;209312;187355;166073;157808;196641;299342;301385;305130;287467;304020;302776;304883;295746;298748;296021;295948;291940;295254;289718;277534;273129;265094;264102;263637;243743;244320;239570;223934;218340;206886;208837;200213;192879;181412;176351;167799;153508;146772;133221;120642;109902;99231;89011;79862;67791;56977;46119;39155;25181;22732;16884;12038;8482;6857;4587;3117;2184;1721;900;580;939;0;0;0;0;0;0
1960;F;398158;389673;392825;389547;390312;391141;387262;394971;392296;408957;411345;410579;408671;392050;295436;290772;287319;266261;240195;253794;280027;280177;283006;289441;290985;305379;303217;319644;321002;329731;315587;320331;317865;323430;325350;321422;323975;325961;338377;344825;209656;187513;166273;158035;196924;299405;301255;304993;287033;303556;301983;303860;294340;297404;294528;294303;290115;293467;287875;275244;270842;262544;261330;260430;240162;240525;235182;219630;213874;201963;203260;194494;186292;174762;168763;159925;145254;138185;124381;111928;100834;90264;80084;70871;59347;49391;39311;32697;20540;18254;13232;9349;6317;5108;3226;2174;1522;1189;610;1082;0;0;0;0;0;0
1961;F;393083;397661;391145;394539;391446;392111;392903;388898;396897;393879;410459;412317;411849;409766;392741;296168;291857;288060;266985;240335;253891;280079;280003;283018;289593;290957;306083;303780;320509;321607;330662;316741;321554;319003;324296;326283;322390;324557;326543;338504;345042;210006;187674;166512;158297;197235;299384;301112;304857;286485;302950;301122;302759;292825;295920;293009;292619;288183;291595;285853;272749;268402;259754;258306;257027;236406;236412;230497;214653;208837;196760;197191;188157;179356;167276;160772;151507;136715;129086;114984;102952;91674;81108;71221;61848;50933;41949;32755;26649;16393;14163;10064;6969;4553;3659;2247;1513;1050;806;1137;0;0;0;0;0;0
1962;F;403567;392073;399172;393385;396849;393945;394454;395160;390948;399336;395836;412337;413537;413437;411122;393602;297076;293219;288988;267875;240549;254044;280177;279868;283087;289874;290984;307002;304512;321657;322389;331883;318206;323135;320477;325401;327506;323651;325405;327419;338832;345534;210539;187958;166860;158662;197788;299563;301136;304895;286133;302493;300369;301796;291399;294455;291487;290956;286251;289829;283765;270389;265873;256914;255278;253592;232376;232262;225770;209776;203816;191533;190897;181660;172283;159795;152893;143016;128056;120524;105990;94648;83068;72782;62983;53912;43554;35766;27397;21725;13099;10858;7604;5212;3406;2718;1467;1100;750;550;934;0;0;0;0;0
1963;F;403268;408497;398408;405472;399463;403056;399687;400128;400938;396745;405433;402039;418422;419536;419904;417875;400335;302832;300271;296507;275218;247293;261271;286891;286487;289681;296675;297946;313770;311356;328440;328855;338818;324445;329116;326306;331322;333175;329041;330587;332552;343620;350672;214324;191663;170191;161931;201403;303618;304835;308551;289389;306001;303273;304818;293808;296737;293442;292613;287546;290958;284278;270641;265786;256690;254710;252542;230946;229992;223134;206950;200379;187460;186188;175796;166139;153189;145482;134991;119465;111656;97098;85383;74223;64037;54714;45787;36183;29378;22047;17058;10048;8089;5604;3779;2295;1905;924;746;522;1135;0;0;0;0;0
